name	prize
SAFB2_HUMAN	1.6581081893684837
RBMX_HUMAN	3.7886902447132815
E2F3_HUMAN	1.8724724280059328
PTSS1_HUMAN	2.133917148684859
TB10A_HUMAN	2.811200866390171
PCF11_HUMAN	2.379460658438463
CHAP1_HUMAN	2.3607129875173016
IF2A_HUMAN	1.8326064928994803
CATC_HUMAN	2.7205715939563104
LUZP1_HUMAN	3.833836160262521
PTN18_HUMAN	2.09680082725643
IF4G1_HUMAN	3.171504173729173
HOME3_HUMAN	2.2291724357357787
SCFD1_HUMAN	1.6363175266233958
KSR1_HUMAN	2.299075970419505
MNX1_HUMAN	1.886486028061935
AASD1_HUMAN	2.399368338742995
SELK_HUMAN	1.1896832592757838
CLK4_HUMAN	2.108856332351709
I2BPL_HUMAN	2.2255590449321456
DHX30_HUMAN	1.5391164541772189
CENPE_HUMAN	2.0397413778619256
RMI1_HUMAN	1.5146332476217013
UT14A_HUMAN	1.7126228640753052
HMGN4_HUMAN	2.169570523462526
K1C9_HUMAN	1.5133087732824906
PEX10_HUMAN	2.0058521910104714
NSD2_HUMAN	2.108856332351709
PCNP_HUMAN	1.3560062749673367
UBP42_HUMAN	1.6457504281862554
TM160_HUMAN	3.575353156831956
I2BP2_HUMAN	2.704273981724401
ATAD2_HUMAN	1.9662278530665929
ITIH2_HUMAN	3.870442771270344
EDC3_HUMAN	2.2924345925914555
PTN2_HUMAN	1.670224654391797
VATB2_HUMAN	2.1120166167617134
PARP2_HUMAN	1.9118817340409031
F5H0R1_HUMAN	2.0004896940206867
WNK2_HUMAN	2.458141005847922
PLPL3_HUMAN	1.3454491641186934
BCR_HUMAN	1.9870681450856689
ZZZ3_HUMAN	1.609408094700522
ZC3HD_HUMAN	3.420089571135709
NCOA3_HUMAN	2.1803063070089026
MARCS_HUMAN	2.5460514662873712
SPTB2_HUMAN	4.1783681130751615
USF1_HUMAN	1.6740105011808255
NUMBL_HUMAN	1.9859979698209045
PLCG1_HUMAN	2.685806242746805
RB12B_HUMAN	2.0672868878993915
CDC6_HUMAN	1.9048638363103287
TREF1_HUMAN	1.7177641409659703
SLAI2_HUMAN	3.288347923069404
BCL9_HUMAN	2.041963362578797
C102A_HUMAN	2.231850616890981
WBP11_HUMAN	4.208091431562528
CERS2_HUMAN	1.8124070597379405
MFAP1_HUMAN	1.94740366318958
PACS1_HUMAN	1.5815710539796546
JMY_HUMAN	1.3729406425650623
SON_HUMAN	1.874095688276552
NFKB1_HUMAN	1.7565353791338274
AMRA1_HUMAN	2.764017995653386
MED1_HUMAN	2.404168701619811
CPEB4_HUMAN	1.7693755454994993
FRYL_HUMAN	2.299075970419505
ROA2_HUMAN	3.632446898597512
FYV1_HUMAN	2.8273019635280763
R51A1_HUMAN	1.70719506688214
MPIP1_HUMAN	2.4225847452847526
DDRGK_HUMAN	4.07099390650613
CDC42_HUMAN	1.9113026823085444
BCL6_HUMAN	2.041963362578797
RCOR3_HUMAN	1.1953538477513326
ITFG2_HUMAN	1.5441133773478537
KCRM_HUMAN	2.421118892619319
RBBP6_HUMAN	2.1120166167617134
MILK1_HUMAN	2.3481915494629093
ANKH1_HUMAN	1.888409870070193
STAG2_HUMAN	1.391034451100885
LYAR_HUMAN	4.250159505368727
RGS3_HUMAN	2.5664130602433195
KI13B_HUMAN	1.598223062354585
PUM2_HUMAN	2.197191540811112
HAUS6_HUMAN	2.018453559736117
DIDO1_HUMAN	2.310518141178195
MIME_HUMAN	1.969775733369136
MARH7_HUMAN	2.6526279256872063
TM230_HUMAN	2.0871938065321616
GRSF1_HUMAN	3.3816661060042734
FOXK2_HUMAN	1.435686602749772
3BP5L_HUMAN	1.0013990784807705
NUFP2_HUMAN	3.074828125470865
RN5A_HUMAN	1.0342089009492177
HTF4_HUMAN	6.341176225843264
HIRP3_HUMAN	2.379460658438463
ACPM_HUMAN	1.7337720933027978
SRRT_HUMAN	1.0683710059022202
DCP1B_HUMAN	2.806994787322086
PEA15_HUMAN	2.102947334439146
PTN1_HUMAN	4.649058136710953
C10_HUMAN	1.8823692198544568
MTMR5_HUMAN	2.338193060122805
AK17A_HUMAN	2.169570523462526
ARI4B_HUMAN	1.8934040029807349
RERE_HUMAN	1.886486028061935
LA_HUMAN	1.3506311030982134
VP26B_HUMAN	1.879211068366587
SEM4D_HUMAN	1.373052448049788
CEP55_HUMAN	2.013154470011907
H12_HUMAN	2.2788533740202284
RS6_HUMAN	3.4261670156433603
SERF2_HUMAN	2.3191552675638136
GUAA_HUMAN	3.0379043550731826
SMG8_HUMAN	1.8359132145762929
SRF_HUMAN	1.7901716198421307
MADD_HUMAN	1.5036151479308777
PRR12_HUMAN	1.98257008260918
SF3B1_HUMAN	3.8418096567452302
IBP2_HUMAN	2.2918670259954865
F110C_HUMAN	1.903661099141827
PAN3_HUMAN	1.164020197090878
RBM4_HUMAN	1.6676700963650766
KI21A_HUMAN	1.891438262068578
KLDC4_HUMAN	3.8039477122984495
EI2BD_HUMAN	2.79168174161911
ABL2_HUMAN	2.1443531124255264
DNMBP_HUMAN	2.828428703259372
CD166_HUMAN	4.630059193615658
TYK2_HUMAN	1.752361310862412
RAD18_HUMAN	1.777343829188853
DGKZ_HUMAN	3.172875137451181
RL36_HUMAN	2.7481923873666387
APC1_HUMAN	1.77357180291106
GPTC8_HUMAN	3.833836160262521
TBC23_HUMAN	2.108856472906373
CUL4A_HUMAN	3.459130272877953
WDFY1_HUMAN	1.4260845252781738
TNR8_HUMAN	1.8286316113602068
LRRF1_HUMAN	3.102032133600808
COR1A_HUMAN	1.9955203209803056
MORC3_HUMAN	3.575353156831956
MBB1A_HUMAN	2.3346504091989
QCR6_HUMAN	1.2487713092174104
CD82_HUMAN	2.37162272333702
EP400_HUMAN	2.722718898351411
RFC1_HUMAN	1.9555751931622785
TAGL2_HUMAN	4.898987333103724
GMIP_HUMAN	1.8964189171841284
CO039_HUMAN	2.023195317711924
SRRM2_HUMAN	4.649058136710953
TANC1_HUMAN	2.1228849043594265
C8AP2_HUMAN	1.3138553798059365
PATL1_HUMAN	2.5294212306813564
NDRG1_HUMAN	1.9152769658281896
G3BP1_HUMAN	3.0931531761760143
ECHB_HUMAN	1.3295945326940692
DOCK7_HUMAN	3.1624955108401056
PMYT1_HUMAN	1.658608189992973
RBM42_HUMAN	2.515469763793852
DHB8_HUMAN	2.37162272333702
KLC2_HUMAN	2.339877471765953
MINT_HUMAN	4.333357363918116
IPRI_HUMAN	1.0690633923691255
HCLS1_HUMAN	1.6594720977321182
SMBT1_HUMAN	1.7026341709398347
CE152_HUMAN	1.6035349761331743
STX10_HUMAN	2.157472214061376
B3KTM8_HUMAN	1.6292777130936889
BIG2_HUMAN	1.5865397631548432
CRTC3_HUMAN	1.656830661044035
RGS12_HUMAN	1.752361310862412
STMN1_HUMAN	4.388776771651659
RC3H1_HUMAN	1.7754920331387507
NOTC1_HUMAN	1.877237685342001
ZN638_HUMAN	2.7618986760443587
MDM2_HUMAN	1.886486028061935
CLAP1_HUMAN	3.5455679145723744
PRIC3_HUMAN	1.794848497001336
EIF3M_HUMAN	3.196152667824138
TBCD5_HUMAN	3.895239304317212
BUD13_HUMAN	2.575225488876934
PZP_HUMAN	4.068150407428992
ZFAN3_HUMAN	1.85513932165014
ASPM_HUMAN	2.044027819799674
DDX52_HUMAN	5.174845117869905
BPTF_HUMAN	1.6492789495885976
EF2K_HUMAN	2.6132693051799283
RNZ2_HUMAN	2.004833183336829
EM55_HUMAN	1.4643853322860894
BC11A_HUMAN	1.7857631083921943
KCD15_HUMAN	1.1845998644456244
DAD1_HUMAN	1.665362739494293
EIF3C_HUMAN	2.683883458110288
LAR4B_HUMAN	3.0952598293741524
SET1A_HUMAN	2.468815989645967
ETV3_HUMAN	1.77357180291106
MEF2A_HUMAN	2.3191552675638136
DNJB6_HUMAN	2.813719121184025
NFIX_HUMAN	1.0293924163164294
TNIK_HUMAN	2.059677311353709
WDR59_HUMAN	2.764017995653386
TNPO1_HUMAN	2.3191552675638136
SGT1_HUMAN	2.244147525059497
SENP2_HUMAN	1.829784268238912
