Node1	Node2	Frequency	Direction
SRC_HUMAN	BCLF1_HUMAN	0.16	D
SRC_HUMAN	EMD_HUMAN	0.16	D
SRC_HUMAN	GDIR1_HUMAN	0.12	D
SRC_HUMAN	GELS_HUMAN	0.16	D
SRC_HUMAN	GTF2I_HUMAN	0.16	D
SRC_HUMAN	HNRPK_HUMAN	0.16	D
SRC_HUMAN	MPZL1_HUMAN	0.16	D
SRC_HUMAN	RAF1_HUMAN	0.16	D
SRC_HUMAN	SPD2B_HUMAN	0.16	D
SRC_HUMAN	ZC3H4_HUMAN	0.16	D
SUMO1_HUMAN	TOP1_HUMAN	0.04	U
SUMO1_HUMAN	UBC9_HUMAN	0.16	U
SUMO2_HUMAN	TF3C1_HUMAN	0.16	U
SUMO2_HUMAN	TFR1_HUMAN	0.16	U
SUMO2_HUMAN	TPR_HUMAN	0.16	U
SUMO2_HUMAN	UBC9_HUMAN	0.04	U
SUMO2_HUMAN	ZN106_HUMAN	0.16	U
T2AG_HUMAN	TBP_HUMAN	0.16	U
T2EA_HUMAN	T2EB_HUMAN	0.16	U
T2EA_HUMAN	TBP_HUMAN	0.16	U
T2FA_HUMAN	TF2B_HUMAN	0.16	U
TAF6_HUMAN	TAF9B_HUMAN	0.16	U
TAF6_HUMAN	TBP_HUMAN	0.16	U
TBP_HUMAN	TF2B_HUMAN	0.16	U
TF3C1_HUMAN	TF3C2_HUMAN	0.16	U
TFR1_HUMAN	TRFE_HUMAN	0.16	U
THOC2_HUMAN	THOC5_HUMAN	0.16	U
TNFA_HUMAN	TNR1A_HUMAN	0.08	U
TRAF2_HUMAN	TRAF6_HUMAN	0.08	U
TRAF6_HUMAN	UBE2N_HUMAN	0.16	U
TRI32_HUMAN	UBE2N_HUMAN	0.16	U
UB2L3_HUMAN	UBA1_HUMAN	0.04	U
UB2L3_HUMAN	UBE3A_HUMAN	0.16	U
WASP_HUMAN	WIPF1_HUMAN	0.16	U
WASP_HUMAN	WIPF2_HUMAN	0.16	U
WRN_HUMAN	XRCC5_HUMAN	0.04	U
XRCC5_HUMAN	XRCC6_HUMAN	0.16	U
ZAP70_HUMAN	DBNL_HUMAN	0.16	D
ZAP70_HUMAN	DUS3_HUMAN	0.16	D
1433B_HUMAN	GAPD1_HUMAN	0.12	U
1433B_HUMAN	TESK2_HUMAN	0.12	U
1433E_HUMAN	ATX1_HUMAN	0.12	U
1433E_HUMAN	HMHA1_HUMAN	0.12	U
1433E_HUMAN	RASL3_HUMAN	0.12	U
1433E_HUMAN	RPGP2_HUMAN	0.12	U
1433G_HUMAN	CEP95_HUMAN	0.12	U
1433G_HUMAN	E41L2_HUMAN	0.12	U
1433G_HUMAN	FA53C_HUMAN	0.12	U
1433S_HUMAN	AJUBA_HUMAN	0.12	U
1433S_HUMAN	BAD_HUMAN	0.12	U
1433S_HUMAN	REEP4_HUMAN	0.12	U
1433S_HUMAN	RHPN2_HUMAN	0.12	U
1433S_HUMAN	SI1L1_HUMAN	0.12	U
1433T_HUMAN	CE170_HUMAN	0.12	U
1433T_HUMAN	HECD1_HUMAN	0.12	U
1433T_HUMAN	K1C9_HUMAN	0.12	U
1433T_HUMAN	K2C1_HUMAN	0.12	U
1433T_HUMAN	MARK2_HUMAN	0.12	U
1433T_HUMAN	MFF_HUMAN	0.12	U
1433T_HUMAN	SPIR1_HUMAN	0.12	U
A2AP_HUMAN	PLMN_HUMAN	0.13	U
A2MG_HUMAN	A4_HUMAN	0.12	U
A4D0W0_HUMAN	LSM2_HUMAN	0.12	U
A4D0W0_HUMAN	SMBP2_HUMAN	0.12	U
A4D1G0_HUMAN	CD2A2_HUMAN	0.12	U
A4D1G0_HUMAN	LPIN1_HUMAN	0.12	U
A4D2P0_HUMAN	GDIR1_HUMAN	0.12	U
A4D2P0_HUMAN	UNKL_HUMAN	0.12	U
A4D2P1_HUMAN	GDIR1_HUMAN	0.04	U
A4D2P1_HUMAN	PAK1_HUMAN	0.12	U
A4D2P1_HUMAN	RHG15_HUMAN	0.12	U
A4_HUMAN	APOA1_HUMAN	0.12	U
A4_HUMAN	ARMC7_HUMAN	0.12	U
A4_HUMAN	CC020_HUMAN	0.12	U
A4_HUMAN	DDX55_HUMAN	0.12	U
A4_HUMAN	EEPD1_HUMAN	0.12	U
A4_HUMAN	FBLN1_HUMAN	0.12	U
A4_HUMAN	H2B1M_HUMAN	0.12	U
A4_HUMAN	HAUS8_HUMAN	0.12	U
A4_HUMAN	KAT5_HUMAN	0.08	U
A4_HUMAN	KIFC1_HUMAN	0.12	U
A4_HUMAN	LAR1B_HUMAN	0.12	U
A4_HUMAN	LIMA1_HUMAN	0.12	U
A4_HUMAN	LIMD1_HUMAN	0.12	U
A4_HUMAN	LRRC1_HUMAN	0.12	U
A4_HUMAN	MAST2_HUMAN	0.12	U
A4_HUMAN	NDUA5_HUMAN	0.08	U
A4_HUMAN	OCAD2_HUMAN	0.12	U
A4_HUMAN	OSB11_HUMAN	0.12	U
A4_HUMAN	PNKD_HUMAN	0.12	U
A4_HUMAN	PTBP3_HUMAN	0.12	U
A4_HUMAN	SASH3_HUMAN	0.12	U
A4_HUMAN	STML2_HUMAN	0.12	U
A4_HUMAN	TEX2_HUMAN	0.12	U
A4_HUMAN	TGFB2_HUMAN	0.12	U
A4_HUMAN	TPD54_HUMAN	0.12	U
A8K379_HUMAN	CBL_HUMAN	0.12	U
A8K379_HUMAN	GAB3_HUMAN	0.12	U
A8K401_HUMAN	E2F1_HUMAN	0.12	U
A8K401_HUMAN	PHF3_HUMAN	0.12	U
A8KAH9_HUMAN	AB1IP_HUMAN	0.12	U
A8KAH9_HUMAN	L7RRS6_HUMAN	0.12	U
A8KAH9_HUMAN	RASF5_HUMAN	0.11	U
AAAT_HUMAN	TNR1A_HUMAN	0.12	U
AAKB1_HUMAN	VMA21_HUMAN	0.12	U
ABL1_HUMAN	ABR_HUMAN	0.12	U
ABL1_HUMAN	FETUA_HUMAN	0.12	U
ABLM1_HUMAN	VIME_HUMAN	0.12	U
ACBP_HUMAN	Q658J6_HUMAN	0.12	U
ACINU_HUMAN	API5_HUMAN	0.18	U
ACTY_HUMAN	ARP10_HUMAN	0.15	U
ACTY_HUMAN	N0E4C7_HUMAN	0.12	U
ADA15_HUMAN	PACN3_HUMAN	0.12	U
ADA15_HUMAN	SPD2A_HUMAN	0.12	U
ADA15_HUMAN	SRC_HUMAN	0.12	U
AKT1_HUMAN	SRPK2_HUMAN	0.12	D
AKT2_HUMAN	CASP3_HUMAN	0.12	U
ALBU_HUMAN	ITIH1_HUMAN	0.12	U
ALBU_HUMAN	UBD_HUMAN	0.08	U
ALKB5_HUMAN	CSK21_HUMAN	0.12	U
AMPD2_HUMAN	NEDD4_HUMAN	0.12	U
ANDR_HUMAN	CTNB1_HUMAN	0.12	U
ANDR_HUMAN	JHD2C_HUMAN	0.12	U
ANDR_HUMAN	TMF1_HUMAN	0.12	U
ANLN_HUMAN	SUMO1_HUMAN	0.12	U
ANT3_HUMAN	PLCG1_HUMAN	0.12	U
APC_HUMAN	CTNB1_HUMAN	0.12	U
APC_HUMAN	NCK5L_HUMAN	0.12	U
APOB_HUMAN	CTCF_HUMAN	0.12	U
APTX_HUMAN	CE350_HUMAN	0.12	U
APTX_HUMAN	MABP1_HUMAN	0.12	U
ARBK2_HUMAN	GIT1_HUMAN	0.12	U
ARFG1_HUMAN	Q658J6_HUMAN	0.08	U
ARGL1_HUMAN	SRPK2_HUMAN	0.12	U
ARHG6_HUMAN	GIT1_HUMAN	0.12	U
ARI3A_HUMAN	SUMO2_HUMAN	0.12	U
ARI4B_HUMAN	SUMO2_HUMAN	0.12	U
ARP19_HUMAN	NEMO_HUMAN	0.12	U
ARRB2_HUMAN	MDM2_HUMAN	0.12	U
ARRB2_HUMAN	RPA43_HUMAN	0.12	U
ATAD5_HUMAN	UBP1_HUMAN	0.12	U
ATAT_HUMAN	SRPK2_HUMAN	0.12	U
ATF7_HUMAN	SUMO2_HUMAN	0.12	U
ATG2A_HUMAN	GBRL1_HUMAN	0.12	U
ATG9A_HUMAN	TBK1_HUMAN	0.12	U
ATIF1_HUMAN	UBQL4_HUMAN	0.12	U
ATN1_HUMAN	CRIP2_HUMAN	0.12	U
ATP4A_HUMAN	CLH1_HUMAN	0.12	U
ATR_HUMAN	CE164_HUMAN	0.12	U
ATR_HUMAN	SMRC2_HUMAN	0.12	D
ATX1_HUMAN	CCNK_HUMAN	0.12	U
ATX1_HUMAN	FUBP3_HUMAN	0.12	U
ATX1_HUMAN	GPTC8_HUMAN	0.12	U
ATX1_HUMAN	MY18A_HUMAN	0.08	U
ATX1_HUMAN	P121A_HUMAN	0.12	U
ATX1_HUMAN	PRC2B_HUMAN	0.12	U
ATX1_HUMAN	R3HD1_HUMAN	0.12	U
ATX1_HUMAN	UNK_HUMAN	0.12	U
ATX1_HUMAN	ZEP1_HUMAN	0.12	U
ATX2L_HUMAN	SUMO2_HUMAN	0.12	U
AURKB_HUMAN	CCD86_HUMAN	0.12	D
AURKB_HUMAN	DDX52_HUMAN	0.12	D
AURKB_HUMAN	KI67_HUMAN	0.12	D
AURKB_HUMAN	LMO7_HUMAN	0.12	D
AURKB_HUMAN	NINL_HUMAN	0.08	D
AURKB_HUMAN	RBM14_HUMAN	0.12	D
AXIN1_HUMAN	KC1E_HUMAN	0.12	U
B0LPE5_HUMAN	MP2K4_HUMAN	0.04	U
B0LPE5_HUMAN	VPP2_HUMAN	0.12	U
B2R4R0_HUMAN	KAT5_HUMAN	0.08	U
B2R5T5_HUMAN	SMAD2_HUMAN	0.08	U
B2RBV7_HUMAN	RBX1_HUMAN	0.12	U
B2RNT7_HUMAN	CUL3_HUMAN	0.12	U
B2RNT7_HUMAN	RCN3_HUMAN	0.12	U
B4DY08_HUMAN	CSK21_HUMAN	0.12	U
B4E1U9_HUMAN	PAK4_HUMAN	0.04	U
B4E1U9_HUMAN	WASP_HUMAN	0.04	U
B7Z3D6_HUMAN	LZTS1_HUMAN	0.12	U
B7ZKJ8_HUMAN	P63_HUMAN	0.12	U
BAG4_HUMAN	TNR1A_HUMAN	0.12	U
BARD1_HUMAN	BRCA1_HUMAN	0.12	U
BARD1_HUMAN	CAP1_HUMAN	0.12	U
BARD1_HUMAN	RRP1_HUMAN	0.12	U
BCKD_HUMAN	STAT3_HUMAN	0.12	U
BCL2_HUMAN	BNIP3_HUMAN	0.08	U
BMP2K_HUMAN	TERF1_HUMAN	0.12	U
BNI3L_HUMAN	BNIP3_HUMAN	0.08	U
BNI3L_HUMAN	SMCO4_HUMAN	0.12	U
BNIP3_HUMAN	TMM11_HUMAN	0.08	U
BPL1_HUMAN	DDX52_HUMAN	0.12	U
BRCA1_HUMAN	NELFB_HUMAN	0.12	U
BRCA1_HUMAN	RWDD4_HUMAN	0.12	U
BRCA1_HUMAN	ZCHC8_HUMAN	0.12	U
BRD1_HUMAN	VIME_HUMAN	0.04	U
BUD13_HUMAN	G4XH65_HUMAN	0.12	U
C2CD5_HUMAN	CDK5_HUMAN	0.12	U
C2TA_HUMAN	IRF1_HUMAN	0.12	U
C2TA_HUMAN	IRF2_HUMAN	0.12	U
CA174_HUMAN	CSN6_HUMAN	0.12	U
CAMP1_HUMAN	SMAD1_HUMAN	0.12	U
CASP3_HUMAN	PARG_HUMAN	0.12	U
CASP3_HUMAN	PARP1_HUMAN	0.08	U
CATG_HUMAN	PARP1_HUMAN	0.12	U
CATIN_HUMAN	NELFE_HUMAN	0.15	U
CBX5_HUMAN	H31T_HUMAN	0.12	U
CBX5_HUMAN	SENP7_HUMAN	0.12	U
CCAR2_HUMAN	CIAO1_HUMAN	0.12	U
CCD92_HUMAN	CE164_HUMAN	0.12	U
CCDC9_HUMAN	TERF1_HUMAN	0.12	U
CCND3_HUMAN	CDK4_HUMAN	0.12	U
CCND3_HUMAN	DTBP1_HUMAN	0.12	U
CCNE1_HUMAN	CDN1A_HUMAN	0.08	U
CCNE1_HUMAN	CDN1B_HUMAN	0.04	U
CCNE1_HUMAN	FBXW7_HUMAN	0.08	U
CCNE1_HUMAN	RB_HUMAN	0.08	U
CCNF_HUMAN	SKP1_HUMAN	0.12	U
CD2A2_HUMAN	CK5P3_HUMAN	0.12	U
CD2AP_HUMAN	RAB4A_HUMAN	0.12	U
CDA7L_HUMAN	MYC_HUMAN	0.12	U
CDC20_HUMAN	MD2L1_HUMAN	0.12	U
CDC37_HUMAN	HS90A_HUMAN	0.04	U
CDC37_HUMAN	NCOA5_HUMAN	0.12	U
CDC37_HUMAN	STK11_HUMAN	0.12	U
CDC73_HUMAN	KDIS_HUMAN	0.12	U
CDC73_HUMAN	VTDB_HUMAN	0.12	U
CDK1_HUMAN	AAK1_HUMAN	0.12	D
CDK1_HUMAN	LAP2A_HUMAN	0.12	D
CDK1_HUMAN	NDEL1_HUMAN	0.12	D
CDK1_HUMAN	PHF8_HUMAN	0.12	D
CDK2_HUMAN	C1TM_HUMAN	0.12	D
CDK2_HUMAN	CT2NL_HUMAN	0.12	D
CDK2_HUMAN	GUAA_HUMAN	0.12	D
CDK2_HUMAN	HNRL1_HUMAN	0.12	D
CDK2_HUMAN	JIP4_HUMAN	0.04	D
CDK2_HUMAN	KDM2A_HUMAN	0.12	D
CDK2_HUMAN	KIF22_HUMAN	0.12	D
CDK2_HUMAN	LMNB2_HUMAN	0.12	D
CDK2_HUMAN	LRCH3_HUMAN	0.12	D
CDK2_HUMAN	MARE2_HUMAN	0.12	U
CDK2_HUMAN	NOSIP_HUMAN	0.12	D
CDK2_HUMAN	NUCKS_HUMAN	0.12	D
CDK2_HUMAN	PHF6_HUMAN	0.12	D
CDK2_HUMAN	PRDX6_HUMAN	0.12	U
CDK2_HUMAN	PRP16_HUMAN	0.12	D
CDK2_HUMAN	RALY_HUMAN	0.12	D
CDK2_HUMAN	RL35_HUMAN	0.12	U
CDK2_HUMAN	SRS11_HUMAN	0.12	D
CDK2_HUMAN	SRSF9_HUMAN	0.12	D
CDK2_HUMAN	TAGL2_HUMAN	0.12	U
CDK2_HUMAN	TANC1_HUMAN	0.12	D
CDK2_HUMAN	TBCE_HUMAN	0.12	D
CDK2_HUMAN	TPX2_HUMAN	0.12	D
CDK2_HUMAN	UBE2O_HUMAN	0.12	D
CDK2_HUMAN	UHRF2_HUMAN	0.12	U
CDK2_HUMAN	ZN609_HUMAN	0.12	D
CDK4_HUMAN	CDN1B_HUMAN	0.12	U
CDK4_HUMAN	ZN335_HUMAN	0.12	U
CDK5_HUMAN	ADDB_HUMAN	0.12	D
CDK5_HUMAN	AGAP2_HUMAN	0.12	D
CDK5_HUMAN	CDN1B_HUMAN	0.12	U
CDK5_HUMAN	HD_HUMAN	0.12	D
CDK5_HUMAN	RL34_HUMAN	0.12	U
CDN1A_HUMAN	PCNA_HUMAN	0.12	U
CDS2_HUMAN	TS101_HUMAN	0.12	U
CE022_HUMAN	WBP11_HUMAN	0.15	U
CENPF_HUMAN	NDEL1_HUMAN	0.12	U
CHERP_HUMAN	WBP4_HUMAN	0.12	U
CIAO1_HUMAN	KTNA1_HUMAN	0.12	U
CIC_HUMAN	SEC62_HUMAN	0.08	U
CIC_HUMAN	SETD2_HUMAN	0.08	U
CIR1_HUMAN	SNW1_HUMAN	0.12	U
CIRBP_HUMAN	RBMX_HUMAN	0.12	U
CK5P3_HUMAN	DDRGK_HUMAN	0.12	U
CK5P3_HUMAN	UFL1_HUMAN	0.12	U
CLH1_HUMAN	EPN4_HUMAN	0.12	U
CLH1_HUMAN	HERC1_HUMAN	0.12	U
CLH1_HUMAN	HGS_HUMAN	0.12	U
CLH1_HUMAN	TOM1_HUMAN	0.12	U
CLPX_HUMAN	CUL1_HUMAN	0.08	U
CLUS_HUMAN	CO7_HUMAN	0.12	U
CLUS_HUMAN	CO9_HUMAN	0.12	U
CLUS_HUMAN	PRIO_HUMAN	0.12	U
CLUS_HUMAN	XRCC6_HUMAN	0.12	U
CNBP_HUMAN	RL1D1_HUMAN	0.12	U
CNBP_HUMAN	RL34_HUMAN	0.12	U
CND2_HUMAN	SMC4_HUMAN	0.04	U
CO3_HUMAN	MCP_HUMAN	0.12	U
COF1_HUMAN	HS105_HUMAN	0.12	U
CREB1_HUMAN	CRTC1_HUMAN	0.12	U
CREB1_HUMAN	IRX1_HUMAN	0.12	U
CRKL_HUMAN	PKHA1_HUMAN	0.12	U
CSK21_HUMAN	DDX58_HUMAN	0.12	D
CSK21_HUMAN	IKBA_HUMAN	0.12	D
CSK21_HUMAN	INF2_HUMAN	0.12	U
CSK21_HUMAN	LS14A_HUMAN	0.12	U
CSK21_HUMAN	PEDF_HUMAN	0.12	D
CSK21_HUMAN	RM38_HUMAN	0.12	U
CSK21_HUMAN	S39A7_HUMAN	0.12	U
CSK21_HUMAN	SEPT2_HUMAN	0.12	D
CSK21_HUMAN	SPTB2_HUMAN	0.12	D
CSK21_HUMAN	TERF1_HUMAN	0.08	D
CSK21_HUMAN	TLE1_HUMAN	0.12	D
CSKI1_HUMAN	NPM_HUMAN	0.12	U
CSN5_HUMAN	CSN6_HUMAN	0.12	U
CSN5_HUMAN	CUL1_HUMAN	0.12	U
CSN5_HUMAN	MNX1_HUMAN	0.12	U
CSN6_HUMAN	EHBP1_HUMAN	0.12	U
CSN6_HUMAN	IFG15_HUMAN	0.12	U
CSN6_HUMAN	MA7D1_HUMAN	0.12	U
CTNB1_HUMAN	IBP2_HUMAN	0.12	U
CTNB1_HUMAN	RUVB1_HUMAN	0.04	U
CUL1_HUMAN	SKP1_HUMAN	0.12	U
CUL2_HUMAN	FEM1A_HUMAN	0.12	U
CUL2_HUMAN	LAGE3_HUMAN	0.12	U
CUL3_HUMAN	KCTD9_HUMAN	0.12	U
CUL3_HUMAN	MCES_HUMAN	0.12	U
CUL3_HUMAN	TISD_HUMAN	0.12	U
CUL4A_HUMAN	DDB1_HUMAN	0.12	U
CUTC_HUMAN	I2BP2_HUMAN	0.18	U
CWC15_HUMAN	PRIO_HUMAN	0.12	U
CYTSA_HUMAN	RIPK3_HUMAN	0.12	U
D0PNI1_HUMAN	KLC4_HUMAN	0.12	U
D0PNI1_HUMAN	MADD_HUMAN	0.12	U
D0VY79_HUMAN	SEPT9_HUMAN	0.12	U
D3DU92_HUMAN	PININ_HUMAN	0.12	U
D3DU92_HUMAN	SFSWA_HUMAN	0.12	U
DAPK1_HUMAN	KKCC2_HUMAN	0.12	D
DAPK1_HUMAN	MCM3_HUMAN	0.12	D
DAXX_HUMAN	NSD3_HUMAN	0.12	U
DC1L1_HUMAN	RAB4A_HUMAN	0.12	U
DCA10_HUMAN	DDB1_HUMAN	0.12	U
DDB1_HUMAN	DDB2_HUMAN	0.12	U
DDB2_HUMAN	UBP24_HUMAN	0.12	U
DDX21_HUMAN	LYAR_HUMAN	0.08	U
DDX23_HUMAN	WBP4_HUMAN	0.12	U
DDX58_HUMAN	ZCCHV_HUMAN	0.12	U
DDX5_HUMAN	RNC_HUMAN	0.12	U
DEFI6_HUMAN	RHOA_HUMAN	0.12	U
DENR_HUMAN	UBC_HUMAN	0.12	U
DGCR8_HUMAN	RNC_HUMAN	0.12	U
DLGP4_HUMAN	SRC_HUMAN	0.12	U
DMAP1_HUMAN	RUVB1_HUMAN	0.04	U
DNJB2_HUMAN	SMAD4_HUMAN	0.12	U
DPOA2_HUMAN	PARP1_HUMAN	0.04	U
DYL1_HUMAN	GEPH_HUMAN	0.12	U
DYL1_HUMAN	MYO5A_HUMAN	0.12	U
E2F1_HUMAN	TOPB1_HUMAN	0.12	U
E2F4_HUMAN	PCM1_HUMAN	0.12	U
E2F4_HUMAN	RBL1_HUMAN	0.12	U
E2F4_HUMAN	RB_HUMAN	0.12	U
E9KL35_HUMAN	LAR4B_HUMAN	0.12	U
E9KL35_HUMAN	SRC_HUMAN	0.12	U
EF2_HUMAN	SMG1_HUMAN	0.04	U
EF2_HUMAN	SUMO1_HUMAN	0.12	U
EGFR_HUMAN	ITIH2_HUMAN	0.12	U
EGFR_HUMAN	JAK2_HUMAN	0.12	U
EGFR_HUMAN	NBEL2_HUMAN	0.12	U
EGFR_HUMAN	SC61B_HUMAN	0.12	U
EGFR_HUMAN	SH3L3_HUMAN	0.12	U
EI24_HUMAN	UB2D2_HUMAN	0.12	U
EIF3A_HUMAN	EIF3F_HUMAN	0.12	U
EIF3F_HUMAN	GLE1_HUMAN	0.12	U
ELP1_HUMAN	ELP4_HUMAN	0.12	U
ELP1_HUMAN	IKKA_HUMAN	0.12	U
EP300_HUMAN	IRF1_HUMAN	0.12	U
EP300_HUMAN	RECQ4_HUMAN	0.12	U
EP400_HUMAN	KAT5_HUMAN	0.08	U
ERBB2_HUMAN	PLXB1_HUMAN	0.12	D
ERIC1_HUMAN	SUMO2_HUMAN	0.12	U
ESYT2_HUMAN	KKCC2_HUMAN	0.08	U
EVL_HUMAN	SRC_HUMAN	0.12	U
EXOC4_HUMAN	MYC_HUMAN	0.12	U
EZRI_HUMAN	ICAM2_HUMAN	0.12	U
F110C_HUMAN	KC1E_HUMAN	0.12	U
F6KD01_HUMAN	MAST3_HUMAN	0.12	U
F6KD01_HUMAN	NEDD4_HUMAN	0.08	U
FBX41_HUMAN	SKP1_HUMAN	0.12	U
FBX42_HUMAN	P53_HUMAN	0.12	U
FBXW7_HUMAN	MYC_HUMAN	0.12	U
FBXW7_HUMAN	NOTC1_HUMAN	0.12	U
FGD6_HUMAN	NPM_HUMAN	0.12	U
G4XH65_HUMAN	KDM6B_HUMAN	0.12	U
G4XH65_HUMAN	TMX1_HUMAN	0.12	U
GATA4_HUMAN	JARD2_HUMAN	0.09	U
GATA4_HUMAN	SP1_HUMAN	0.09	U
GBRAP_HUMAN	GBRG2_HUMAN	0.12	U
GBRAP_HUMAN	SQSTM_HUMAN	0.12	U
GBRL1_HUMAN	TBC15_HUMAN	0.12	U
GIPC1_HUMAN	ZN408_HUMAN	0.12	U
GIT1_HUMAN	PCLO_HUMAN	0.12	U
GLYR1_HUMAN	KDM1A_HUMAN	0.12	U
GNL1_HUMAN	RAD21_HUMAN	0.12	U
GOGA2_HUMAN	GORS2_HUMAN	0.12	U
GOGA2_HUMAN	RAB1A_HUMAN	0.12	U
GOLP3_HUMAN	MY18A_HUMAN	0.18	U
GON4L_HUMAN	SUMO2_HUMAN	0.12	U
GORS2_HUMAN	PRPS1_HUMAN	0.12	U
GORS2_HUMAN	TMED2_HUMAN	0.12	U
GSK3B_HUMAN	GYS1_HUMAN	0.12	D
H31T_HUMAN	KAT6A_HUMAN	0.12	U
H31T_HUMAN	PHF2_HUMAN	0.12	U
H31_HUMAN	MPP8_HUMAN	0.12	U
H31_HUMAN	NASP_HUMAN	0.12	U
HDAC1_HUMAN	IPYR_HUMAN	0.12	U
HDAC1_HUMAN	TAL1_HUMAN	0.12	U
HDAC1_HUMAN	TREF1_HUMAN	0.12	U
HDAC1_HUMAN	ZBT16_HUMAN	0.12	U
HDAC2_HUMAN	RFX5_HUMAN	0.12	U
HDAC4_HUMAN	IKZF2_HUMAN	0.12	U
HD_HUMAN	PALM_HUMAN	0.04	U
HEBP2_HUMAN	PDCD6_HUMAN	0.12	U
HGS_HUMAN	TS101_HUMAN	0.12	U
HGS_HUMAN	UBC_HUMAN	0.12	U
HMGN3_HUMAN	SRPK2_HUMAN	0.12	U
HNRH3_HUMAN	SUMO1_HUMAN	0.12	U
HNRL2_HUMAN	SUMO2_HUMAN	0.12	U
HNRPD_HUMAN	PABP1_HUMAN	0.12	U
HOMEZ_HUMAN	SUMO2_HUMAN	0.12	U
HS90A_HUMAN	KAPCB_HUMAN	0.12	U
HS90A_HUMAN	TTC4_HUMAN	0.12	U
HTF4_HUMAN	TAL1_HUMAN	0.12	U
HXB4_HUMAN	RBX1_HUMAN	0.12	U
I2BP2_HUMAN	IRF2_HUMAN	0.12	U
IF4A1_HUMAN	IF4G1_HUMAN	0.12	U
IF4A1_HUMAN	IF4H_HUMAN	0.12	U
IF4G1_HUMAN	PABP1_HUMAN	0.12	U
IFNB_HUMAN	INAR1_HUMAN	0.12	U
IFNB_HUMAN	IRF3_HUMAN	0.12	U
IKBA_HUMAN	NFKB1_HUMAN	0.12	U
IKBA_HUMAN	TERA_HUMAN	0.12	U
IKKA_HUMAN	NEMO_HUMAN	0.12	U
IN80E_HUMAN	RUVB2_HUMAN	0.04	U
INT1_HUMAN	SUMO2_HUMAN	0.12	U
INT3_HUMAN	NFKB1_HUMAN	0.12	U
IRF1_HUMAN	IRF8_HUMAN	0.12	U
IRF3_HUMAN	IRF7_HUMAN	0.12	U
IRF7_HUMAN	TLK2_HUMAN	0.12	U
IRF8_HUMAN	NF1_HUMAN	0.12	U
IWS1_HUMAN	SUMO2_HUMAN	0.12	U
J3KNL6_HUMAN	TERF1_HUMAN	0.12	U
JAK2_HUMAN	ARHG1_HUMAN	0.12	D
JKIP1_HUMAN	NFKB1_HUMAN	0.12	U
JUN_HUMAN	PRC2A_HUMAN	0.04	U
K1C10_HUMAN	SRC_HUMAN	0.12	U
K1C16_HUMAN	L7RT18_HUMAN	0.12	U
K7PPA8_HUMAN	PIN1_HUMAN	0.12	U
K7PPA8_HUMAN	SOX4_HUMAN	0.12	U
K7PPA8_HUMAN	UBC_HUMAN	0.12	U
KAPCA_HUMAN	PDE4A_HUMAN	0.12	D
KAT2A_HUMAN	TRRAP_HUMAN	0.12	U
KAT2A_HUMAN	WDHD1_HUMAN	0.12	U
KAT8_HUMAN	MSL1_HUMAN	0.12	U
KAT8_HUMAN	P53_HUMAN	0.12	U
KC1A_HUMAN	CREB1_HUMAN	0.08	D
KC1E_HUMAN	PER1_HUMAN	0.12	U
KC1E_HUMAN	VP13B_HUMAN	0.12	U
KCRM_HUMAN	PSMD4_HUMAN	0.12	U
KDM1A_HUMAN	KLDC4_HUMAN	0.12	U
KDM1A_HUMAN	LMBL3_HUMAN	0.12	U
KDM1A_HUMAN	RCOR1_HUMAN	0.12	U
KDM1A_HUMAN	SRGP3_HUMAN	0.12	U
KDM2B_HUMAN	SKP1_HUMAN	0.12	U
KHDR1_HUMAN	MIA2_HUMAN	0.12	U
KI13B_HUMAN	MARK2_HUMAN	0.12	U
KIF14_HUMAN	SUMO1_HUMAN	0.12	U
KIF2A_HUMAN	NOTC1_HUMAN	0.12	U
KNOP1_HUMAN	SUMO2_HUMAN	0.12	U
KPBB_HUMAN	UBE3A_HUMAN	0.12	U
KPCA_HUMAN	LEUK_HUMAN	0.12	D
KPCA_HUMAN	PP14B_HUMAN	0.12	D
KSYK_HUMAN	IKZF1_HUMAN	0.12	D
KSYK_HUMAN	LCK_HUMAN	0.12	U
KTNB1_HUMAN	NDEL1_HUMAN	0.12	U
LCAP_HUMAN	TNKS2_HUMAN	0.12	U
LDB1_HUMAN	TAL1_HUMAN	0.12	U
LMO7_HUMAN	UBAC2_HUMAN	0.3	U
LSM12_HUMAN	OXSR1_HUMAN	0.12	U
LSM2_HUMAN	LSM7_HUMAN	0.12	U
LSM2_HUMAN	PRCC_HUMAN	0.12	U
LSM2_HUMAN	RSRC1_HUMAN	0.12	U
LSM2_HUMAN	ZBT16_HUMAN	0.12	U
LSM2_HUMAN	ZN408_HUMAN	0.12	U
LSM7_HUMAN	TACC1_HUMAN	0.12	U
LUZP1_HUMAN	SP1_HUMAN	0.12	U
M3K14_HUMAN	RRP12_HUMAN	0.12	U
M3K14_HUMAN	TRAF2_HUMAN	0.12	U
M3K1_HUMAN	RHG04_HUMAN	0.12	U
MAP1S_HUMAN	MLP3A_HUMAN	0.12	U
MAPK2_HUMAN	CPZIP_HUMAN	0.12	D
MAST4_HUMAN	SMAD1_HUMAN	0.12	U
MAX_HUMAN	MGAP_HUMAN	0.12	U
MAX_HUMAN	MYC_HUMAN	0.12	U
