Uniprot	Prize
B0YIW2	5.029365599650666
Q99081	4.5826881562606925
P02765	4.027455886706562
P69905	3.955817065609722
P06732	3.885427876677984
B7ZKJ8	3.885427876677984
P23142	3.885427876677984
P62805	3.885427876677984
H3BLZ8	3.737659276683501
Q9BU76	3.6456113515037107
Q2KHT3	3.6456113515037107
P02768	3.4955435931994874
Q5TEC6	3.440054044881215
Q8NBM4	3.440054044881215
Q92576	3.3242082996374593
P68363	3.3242082996374593
Q9Y2R4	3.3242082996374593
P61978	3.3188421301096342
O75152	3.3188421301096342
Q5T5H1	3.3188421301096342
Q6PKG0	3.3010716433184535
P11171	3.3010716433184535
Q5T200	3.2919252118261264
Q49A26	3.2919252118261264
P02787	3.2382104940279017
A0A0A0MTS7	3.238051370574189
P49207	3.199587163788548
P01023	3.160464557922258
Q8IX15	3.160464557922258
P19823	3.1443051364121013
Q9Y6V0	3.1395052780155788
P00747	3.1395052780155788
P02788	3.1395052780155788
P49790	3.138373607571537
P31942	3.135860965564642
P16403	3.096027032739792
A0A087WVP1	3.0343829212843856
P20742	3.0296215228026253
Q16718	3.0296215228026253
Q15063	3.0290081854705657
P05452	3.0290081854705657
Q13049	3.0290081854705657
P19827	3.0290081854705657
P26599	2.9625666245330287
P08697	2.9625666245330287
P01024	2.9625666245330287
P36955	2.9625666245330287
P10643	2.9625666245330287
A0A0G2JQJ7	2.9625666245330287
P01008	2.9454736787752185
P05543	2.9389255309051
Q86V48	2.829700827078317
Q01130	2.829700827078317
Q9UIQ6	2.829700827078317
Q9Y5B9	2.829700827078317
Q99490	2.829700827078317
O75494	2.829700827078317
A0A087X0X3	2.79524918318746
C9JV77	2.791619794937591
P16401	2.7478776653354346
E9PCW1	2.7306756910406835
A8MXP9	2.7306756910406835
Q9Y2W2	2.7306756910406835
Q86YV0	2.7306756910406835
P02647	2.7207507719254114
O95297	2.720655719852141
A9Z1X7	2.720655719852141
P18031	2.720655719852141
Q14152	2.705397365273239
P02748	2.642270222720446
P18858	2.629050966263938
A0A087WX41	2.625276798272792
Q7L4I2	2.625276798272792
Q9Y5V3	2.6037488593668163
K4DI81	2.585459617333267
P35443	2.578157049651625
Q6DN12	2.5739996934436453
Q9UQ35	2.5599794882543976
Q9H814	2.5522933525759464
Q9H6F5	2.5433868130219923
P52657	2.5153505347187464
Q8TAD8	2.5123326043136536
Q96PK6	2.5123326043136536
P46783	2.4894305938870764
Q9Y520	2.4894305938870764
Q9UK76	2.488829258560746
Q8IZP0	2.481386971939164
Q9NX58	2.481386971939164
Q93100	2.481386971939164
A0A075B738	2.481386971939164
A0A0G2JPR0	2.4607657926247244
M0QYC1	2.4327557823680848
O75151	2.4157896423227374
P48634	2.4140889675670607
P16949	2.4140889675670607
Q8NCD3	2.4140889675670607
P51957	2.4140889675670607
Q00403	2.4140889675670607
P06396	2.4104977645875265
Q7Z5J4	2.4071723991412477
O95801	2.380388595749004
Q9NYF3	2.3499452427441296
H0Y5F5	2.3235758982106947
P04350	2.323008637528429
Q92619	2.3207248153099584
P16150	2.3002413241447095
Q5JTH9	2.2963417781148845
P02774	2.2878774648384383
Q8WWI1	2.2836508952400365
Q96BH1	2.2836508952400365
Q99622	2.281967707725143
Q15477	2.281967707725143
P20648	2.281967707725143
Q9BQ70	2.281967707725143
Q9NX00	2.28169436703743
C9JYS8	2.272434959091674
Q9UKV3	2.272434959091674
P07996	2.2656102638471958
Q15154	2.2486198914855393
Q7Z460	2.2404601436060334
A0A0C4DGB9	2.2363807440084105
P62995	2.2320502169087835
Q9Y5Z4	2.2211603377352613
Q53GS7	2.214266510172929
Q13619	2.2123687456514367
Q8NDT2	2.208371655746704
Q9UPP1	2.202520421506168
P46013	2.1980389702236853
H0Y449	2.19598460698059
